erronea,corregida
estos profesores que encontramos estaba sucios,estos profesores que encontramos estaban sucios
"Mike, zolíaz creer en mí.","Mike, solías creer en mí."
"Santiago, ¿boz le dizte mi numero de teléfono a alguien?","Santiago, ¿vos le diste mi numero de teléfono a alguien?"
Su lenguaje corporal ez todo incorrecto.,Su lenguaje corporal es todo incorrecto.
Sabía que ezto zucedería.,Sabía que esto sucedería.
Y yo eztaba al final.,Y yo estaba al final.
Loz demáz inztrumentoz y aparatoz de oftalmología,Los demás instrumentos y aparatos de oftalmología
ellos que tenía fue míos,ellos que tenía fueron míos
"Costumbre de ser, a veses, invisible.","Costumbre de ser, a veces, invisible."
Tengo algo un tanto espesial para hoy.,Tengo algo un tanto especial para hoy.
varios cuadros que estaban ahí es de madera,varios cuadros que estaban ahí son de madera
Mi hijo en noviembre sumple 3 años ke desaparesio.,Mi hijo en noviembre cumple 3 años que desapareció.
ellos que tenía estaba rotos,ellos que tenía estaban rotos
tres canciones de la casa fue míos,tres canciones de la casa fueron míos
varias flores que había ahí tiene dueño,varias flores que había ahí tienen dueño
Me va las altas.,Me van las altas.
Qué más da las bodas.,Qué más dan las bodas.
Izla Juan Venado.,Isla Juan Venado.
Bienbenida a caza.,Bienvenida a casa.
tres cuadros que encontramos tiene hambre,tres cuadros que encontramos tienen hambre
Ire mañana. Pero...,Iré mañana. Pero...
unos niños del parque es muy útiles,unos niños del parque son muy útiles
tres árboles que vimos ayer fue nuevos,tres árboles que vimos ayer fueron nuevos
Y ke tal jenna?,Y que tal jenna?
Te ban a encantar.,Te van a encantar.
los árboles que vimos ayer tiene hambre,los árboles que vimos ayer tienen hambre
- ¿Quien es esa?,- ¿Quién es esa?
las puertas de mi tío tiene precio,las puertas de mi tío tienen precio
Lo ago por la múzica.,Lo hago por la música.
¿Por ke desidiste ser maestro?,¿Por qué decidiste ser maestro?
los gatos que vimos ayer tiene dueño,los gatos que vimos ayer tienen dueño
"Lo lamento musho, pero...","Lo lamento mucho, pero..."
"Mira, díle a tus chicos... que busquen coche con una bandera blanca.","Mira, díle a tus chicos... que busquen un coche con una bandera blanca."
muchos chicos que estaban ahí estaba rotos,muchos chicos que estaban ahí estaban rotos
"Puedo perder $10, mama.","Puedo perder $10, mamá."
"Te veo en la sena, domingo.","Te veo en la cena, el domingo."
estos vecinos que vi es de madera,estos vecinos que vi son de madera
ay ke revisar planes una vez mas.,Hay que revisar los planes una vez más.
"Son doz, trez, icinco!","Son dos, tres, icinco!"
Supongo que eztábamoz dizfrutando del paizaje.,Supongo que estábamos disfrutando del paisaje.
"No, pero boy a ber el ezpecial de Dabid Copperfield.","No, pero voy a ver el especial de David Copperfield."
"Si vas a quedarte aquí, las cosas debe cambiar.","Si vas a quedarte aquí, las cosas deben cambiar."
No estaban de asuerdo en eso.,No estaban de acuerdo en eso.
El sual usariamos para mejorar lugar.,El cual usaríamos para mejorar el lugar.
las historias que tenía tiene hambre,las historias que tenía tienen hambre
estas nubes que estaban ahí tiene dueño,estas nubes que estaban ahí tienen dueño
muchas historias que vimos ayer tiene precio,muchas historias que vimos ayer tienen precio
varios libros que tenía fue azules,varios libros que tenía fueron azules
¡Porke no podran son nosotros! ¡No!,¡Porque no podrán con nosotros! ¡No!
"Ezpaña: Tribunal Supremo, Sección Primera, Nº 31/200","España: Tribunal Supremo, Sección Primera, Nº 31/200"
dos amigos es importantes,dos amigos son importantes
muchos chicos de mi tío es de madera,muchos chicos de mi tío son de madera
estas amigas de la casa estaba rotos,estas amigas de la casa estaban rotos
Creeran que zoy yo.,Creeran que soy yo.
varios vecinos que llegaron estaba cerrados,varios vecinos que llegaron estaban cerrados
tres canciones que estaban ahí estaba mojados,tres canciones que estaban ahí estaban mojados
"Bien, mi papa fue polisia.","Bien, mi papá fue policía."
tres chicas del parque tiene hambre,tres chicas del parque tienen hambre
"Mis primos y yo sabiamos ke debiamos abandonar Tanzania, o seriamos asesinados.","Mis primos y yo sabíamos que debíamos abandonar Tanzania, o seríamos asesinados."
"-Si, lo sabemos.","-Sí, lo sabemos."
O sea ke eya ganaria una fortuna.,O sea que ella ganaría una fortuna.
"Aquí, apunta una mano al zol y la otra apunta al norte.","Aquí, apunta una mano al sol y la otra apunta al norte."
Tu ziempre dicez tonteríaz cuando eztáz borraco.,Tu siempre dices tonterías cuando estás borracho.
esas ventanas que había ahí era enormes,esas ventanas que había ahí eran enormes
estos niños que vimos ayer tiene hambre,estos niños que vimos ayer tienen hambre
- ¿Por ke no vas a rezar a otra habitasion?,- ¿Por qué no vas a rezar a otra habitación?
dos plantas que me diste era enormes,dos plantas que me diste eran enormes
Porque yo le agradé y ezo ez lo que importa.,Porque yo le agradé y eso es lo que importa.
"No es un farol, entonses.","No es un farol, entonces."
- Perdon por interrumpir tu velada,- Perdón por interrumpir tu velada
Lo puedez acer en ezo.,Lo puedes hacer en eso.
Me he cansado de vida en tierra.,Me he cansado de la vida en tierra.
A prózperaz Ella puede zer tan ermoza,Ah prósperas Ella puede ser tan hermosa
dos jugadores de la casa fue viejos,dos jugadores de la casa fueron viejos
Solo Nelly ze queda.,Solo Nelly se queda.
varios gatos que estaban ahí fue muy grandes,varios gatos que estaban ahí fueron muy grandes
la ezpecie y el número de animalez tranzportadoz;,la especie y el número de animales transportados;
unos autos que estaban ahí estaba mojados,unos autos que estaban ahí estaban mojados
Ez bueno que tenga a ezte lacayo poderozo.,Es bueno que tenga a este lacayo poderoso.
No podemos estar los dos en ese kirofano.,No podemos estar los dos en ese quirófano.
- Tu puedes valerte por ti mismo.,- Tú puedes valerte por ti mismo.
unas plantas que tenía es muy útiles,unas plantas que tenía son muy útiles
tres profesores que llegaron estaba mojados,tres profesores que llegaron estaban mojados
Lo único en lo que eztá maldita ez en zu inzenzata política.,Lo único en lo que está maldita es en su insensata política.
"O, porque parecez una entupe-bañoz.","Oh, porque pareces una entupe-baños."
"No prosesaste su sabeyo, ¿verdad?","No procesaste su cabello, ¿verdad?"
Métete en tuz azuntoz.,Métete en tus asuntos.
Eztoy trabajando...,Estoy trabajando...
"No me somplase esto, señora Dubois.","No me complace esto, señora Dubois."
"¿Puedes haserlo por mi, Harry?","¿Puedes hacerlo por mí, Harry?"
Al menoz deberiamoz azegurarnoz de aquelloz que cuentan con nozotroz.,Al menos deberiamos asegurarnos de aquellos que cuentan con nosotros.
varios libros estaba sucios,varios libros estaban sucios
las canciones del parque es importantes,las canciones del parque son importantes
La cagué de manera imprezionante.,La cagué de manera impresionante.
estos jugadores que llegaron era enormes,estos jugadores que llegaron eran enormes
Donde algunos ve el fracaso otros ven la oportunidad.,Donde algunos ven el fracaso otros ven la oportunidad.
"Siempre zon dezagradablez, ezaz cozaz.","Siempre son desagradables, esas cosas."
"Sí, bueno, ya zabez cómo ez.","Sí, bueno, ya sabes cómo es."
"De acuerdo. Sí, graciaz.","De acuerdo. Sí, gracias."
dos camisas de la casa tiene dueño,dos camisas de la casa tienen dueño
¿Donde esta tu fiesta esta noshe?,¿Dónde está tu fiesta esta noche?
¿por qué no nos hacemos más seres humanos redondeadas en viaje ?,¿por qué no nos hacemos más seres humanos redondeadas en el viaje ?
"Mira, por fabor, zólo azme un fabor, ¿zi?","Mira, por favor, sólo hazme un favor, ¿si?"
estos profesores del parque fue pequeños,estos profesores del parque fueron pequeños
"Lo ziento, no eztoy interezado.","Lo siento, no estoy interesado."
dos perros que me diste tiene precio,dos perros que me diste tienen precio
Es un prologo musisal.,Es un prólogo musical.
esos libros que tenía tiene dueño,esos libros que tenía tienen dueño
"Dios, tenia mi sartera en el bolsiyo.","Dios, tenía mi cartera en el bolsillo."
tres chicos que tenía estaba listos,tres chicos que tenía estaban listos
"Bien hesho, Jimmy.","Bien hecho, Jimmy."
Mejor parte de zer una mujer CEO...,Mejor parte de ser una mujer CEO...
estas sillas fue geniales,estas sillas fueron geniales
Pero te voy a desangrar bien despasito mientras me Io explisas.,Pero te voy a desangrar bien despacito mientras me Io explicas.
ellas que estaban ahí estaba rotos,ellas que estaban ahí estaban rotos
"Sabes, le advertí respecto a esos químicos. Lo peligrosos que podía ser.","Sabes, le advertí respecto a esos químicos. Lo peligrosos que podían ser."
Cuando el tocador de CD tronó bajamoz todoz loz dizcoz abajo.,Cuando el tocador de CD tronó bajamos todos los discos abajo.
dos montañas que llegaron fue muy bonitos,dos montañas que llegaron fueron muy bonitos
unos regalos de mi tío era rápidos,unos regalos de mi tío eran rápidos
Graciaz por zu apoyo.,Gracias por su apoyo.
Mensajes de Madre Tierra,Mensajes de la Madre Tierra
unos chicos es muy útiles,unos chicos son muy útiles
¿Está diciendo que los mismos números lleva a conclusiones diferentes?,¿Está diciendo que los mismos números llevan a conclusiones diferentes?
El repostaje es unaastividad nesesaria y sotidiana para miyones de sondustores.,El repostaje es unaactividad necesaria y cotidiana para millones de conductores.
"O, no, eztoz zapatoz zon nueboz.","Oh, no, estos zapatos son nuevos."
Los hombres blansos.,Los hombres blancos.
las casas que compré estaba rotos,las casas que compré estaban rotos
dos nubes que tenía era divertidos,dos nubes que tenía eran divertidos
La coza fue por todo el lugar.,La cosa fue por todo el lugar.
unas plantas que llegaron es de madera,unas plantas que llegaron son de madera
¿Por ke no? Tu insendiaste mi sasa. Me robaste a Mike.,¿Por qué no? Tú incendiaste mi casa. Me robaste a Mike.
dos zapatos es de mi hermano,dos zapatos son de mi hermano
"Los bancos es los custodios de nuestro dinero, ¿no?","Los bancos son los custodios de nuestro dinero, ¿no?"
Estoy tratando de redusirlo.,Estoy tratando de reducirlo.
dos autos que vi fue nuevos,dos autos que vi fueron nuevos
tres estrellas que vi fue viejos,tres estrellas que vi fueron viejos
las canciones era rápidos,las canciones eran rápidos
Sólo eztoy ezparciéndola.,Sólo estoy esparciéndola.
Has tomado riesgo.,Has tomado un riesgo.
"Estoy bien, grasias.","Estoy bien, gracias."
¿Eso ke importa?,¿Eso qué importa?
Tenemos ke kemar la sasa.,Tenemos que quemar la casa.
¡Adios para siempre!,¡Adiós para siempre!
¡Estos es zapatos de diseño!,¡Estos son zapatos de diseño!
No erez tan grande...,No eres tan grande...
"¿Dónde wziê ³ AOE, ztêzkni ³ âœ para nozotroz?","¿Dónde wziê ³ AOE, stêskni ³ âœ para nosotros?"
"Una vez superheroe, siempre superheroe.","Una vez superhéroe, siempre superhéroe."
estos jugadores era buenos,estos jugadores eran buenos
0 (en millonez de euroz),0 (en millones de euros)
ze abría buelto loco.,se habría vuelto loco.
No zigan trabajando.,No sigan trabajando.
"- relájate, ¿zí?","- relájate, ¿sí?"
dos historias que encontramos fue caros,dos historias que encontramos fueron caros
Tomadlo en zerio.,Tomadlo en serio.
los árboles que encontramos era buenos,los árboles que encontramos eran buenos
ellos que compré estaba mojados,ellos que compré estaban mojados
Solo de ver tu parte en eso es fisisamente doloroso.,Solo de ver tu parte en eso es físicamente doloroso.
Y he hablado son eyos direstamente.,Y he hablado con ellos directamente.
¿Hay alguna ezperanza?,¿Hay alguna esperanza?
esas mesas que compré tiene hambre,esas mesas que compré tienen hambre
"Pero luego, de repente... ¡Me di suenta de lo estupido...","Pero luego, de repente... ¡Me di cuenta de lo estúpido..."
Qué eztáz diciendo...,Qué estás diciendo...
Harina de algaz,Harina de algas
¡Agradezso a Dios ke penso en nosotros!,¡Agradezco a Dios que pensó en nosotros!
estas chicas que llegaron estaba sucios,estas chicas que llegaron estaban sucios
- Espera segundo.,- Espera un segundo.
varios libros que vimos ayer es de madera,varios libros que vimos ayer son de madera
Supe ke Elsa iba a ser una gran piloto desde ke eya paso la prueba.,Supe que Elsa iba a ser una gran piloto desde que ella pasó la prueba.
"Nada, yevo por seguridad.","Nada, la llevo por seguridad."
Terminamos de jugar e ibamos para sala de vapor.,Terminamos de jugar e íbamos para la sala de vapor.
"¿Qué zignifica ezo, Euriclea?","¿Qué significa eso, Euriclea?"
¿Eztá diciendo que lo recazarían?,¿Está diciendo que lo rechazarían?
las canciones que tenía era antiguos,las canciones que tenía eran antiguos
dos manzanas que tenía estaba mojados,dos manzanas que tenía estaban mojados
"Tokense guantes, y somienza a pelea.","Tóquense los guantes, y comienza a pelea."
No lo recuerdas pues eras niño.,No lo recuerdas pues eras un niño.
Creo ke kedaria bien si la ponemos en tesho somo una Gargola,Creo que quedaría bien si la ponemos en el techo como una Gárgola
"- Sí, eztáz muy guapa.","- Sí, estás muy guapa."
"Bueno, ez arriezgado, y no ay garantíaz.","Bueno, es arriesgado, y no hay garantías."
Bajen el brazo izquierdo y prezionen bajo la axila.,Bajen el brazo izquierdo y presionen bajo la axila.
varias estrellas que llegaron estaba mojados,varias estrellas que llegaron estaban mojados
"Sin ella, zu circulación ze colapzará.","Sin ella, su circulación se colapsará."
Tenemos ke ensontrar a Tasha.,Tenemos que encontrar a Tasha.
Demaziado tarde para ezo.,Demasiado tarde para eso.
"Mientras miras, empiezas a notar que los ojos te pesan.","Mientras la miras, empiezas a notar que los ojos te pesan."
dos amigos estaba cerrados,dos amigos estaban cerrados
"Uno, doz, uno, doz, trez, cuatro.","Uno, dos, uno, dos, tres, cuatro."
Las essrituras disen:,Las escrituras dicen:
¿Esa historia ke me sontaste sobre tu madre...,¿Esa historia que me contaste sobre tu madre...
